Date,FNCL 7 ALL Mtge,FNCL 6 ALL Mtge,FNCL 5.5 ALL Mtge,FNCL 5 ALL Mtge,FNCL 4.5 ALL Mtge,FNCL 4 ALL Mtge,FNCL 3.5 ALL Mtge,FNCL 3 ALL Mtge,FNCL 2.5 ALL Mtge,FNCL 2.5 ALL Mtge
1/1/2009,104.59375,103.078125,102.671875,102.265625,101.546875,100.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/2/2009,104.6875,103.171875,102.546875,102.015625,101.171875,99.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/5/2009,104.8125,103.359375,102.890625,102.390625,101.390625,100.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/6/2009,105,103.984375,103.640625,103.328125,102.734375,101.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/7/2009,104.9375,103.859375,103.546875,103.234375,102.515625,101.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/8/2009,104.96875,104.015625,103.765625,103.390625,102.640625,101.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/9/2009,105.4375,103.953125,103.671875,103.265625,102.515625,101.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/12/2009,105,103.796875,103.484375,103.078125,102.203125,100.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/13/2009,105.3125,103.796875,103.453125,103.046875,102.203125,100.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/14/2009,105.125,103.765625,103.390625,102.984375,102.171875,100.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/15/2009,105.09375,103.671875,103.234375,102.796875,101.984375,100.640625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/16/2009,105.125,103.703125,103.203125,102.703125,101.796875,100.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/19/2009,105.125,103.703125,103.203125,102.703125,101.796875,100.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/20/2009,105.15625,103.609375,103.015625,102.484375,101.484375,100.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/21/2009,105,103.390625,102.796875,102.203125,101.203125,99.828125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/22/2009,105.03125,103.390625,102.796875,102.265625,101.328125,99.953125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/23/2009,105.09375,103.359375,102.734375,102.234375,101.390625,100.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/26/2009,105.125,103.296875,102.640625,102.109375,101.234375,99.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/27/2009,105.125,103.390625,102.796875,102.265625,101.546875,100.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/28/2009,105.0625,103.265625,102.640625,102.046875,101.234375,99.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/29/2009,104.96875,103.078125,102.296875,101.484375,100.484375,99.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/30/2009,105.03125,103.046875,102.328125,101.703125,100.734375,99.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/2/2009,105.1875,103.203125,102.578125,101.921875,100.953125,99.671875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/3/2009,105.125,103.046875,102.328125,101.640625,100.546875,98.953125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/4/2009,105.25,102.984375,102.234375,101.515625,100.578125,98.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/5/2009,105.25,103.078125,102.359375,101.671875,100.609375,98.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/6/2009,105.3125,103.046875,102.265625,101.703125,100.640625,99.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/9/2009,105.53125,103.234375,102.359375,101.828125,100.859375,99.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/10/2009,105.71875,103.453125,102.796875,102.515625,101.359375,99.828125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/11/2009,105.65625,103.328125,102.546875,102.078125,101.140625,99.703125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/12/2009,105.6875,103.328125,102.578125,102.046875,100.984375,99.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/13/2009,105.6875,103.234375,102.453125,101.890625,100.765625,99.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/16/2009,105.6875,103.234375,102.453125,101.890625,100.765625,99.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/17/2009,105.71875,103.359375,102.765625,102.234375,101.109375,99.578125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/18/2009,105.59375,103.234375,102.640625,102.109375,101.015625,99.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/19/2009,105.4375,103.046875,102.453125,101.890625,100.765625,98.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/20/2009,105.5625,103.109375,102.515625,101.953125,100.796875,99.109375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/23/2009,105.59375,103.171875,102.578125,102.171875,100.984375,99.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/24/2009,105.71875,103.234375,102.546875,102.015625,100.796875,98.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/25/2009,105.71875,103.234375,102.421875,101.734375,100.390625,98.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/26/2009,105.75,103.265625,102.453125,101.765625,100.359375,98.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/27/2009,105.875,103.390625,102.453125,101.734375,100.234375,98.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/2/2009,106.3125,103.453125,102.671875,102.015625,100.703125,98.671875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/3/2009,106.125,103.578125,102.859375,102.171875,100.734375,98.765625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/4/2009,106.125,103.296875,102.671875,102.046875,100.671875,98.703125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/5/2009,105.4375,103.453125,102.953125,102.359375,101.265625,99.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/6/2009,105.78125,103.453125,102.890625,102.359375,101.140625,99.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/9/2009,105.75,103.515625,103.015625,102.546875,101.265625,99.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/10/2009,105.59375,103.609375,103.015625,102.390625,100.984375,98.890625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/11/2009,105.5625,103.484375,102.953125,102.234375,101.015625,99.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/12/2009,105.71875,103.578125,103.015625,102.328125,101.203125,99.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/13/2009,105.71875,103.390625,102.765625,101.984375,101.109375,99.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/16/2009,105.8125,103.578125,103.015625,102.296875,101.046875,98.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/17/2009,105.8125,103.640625,103.015625,102.328125,101.109375,99.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/18/2009,106.03125,104.109375,103.765625,103.328125,102.421875,100.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/19/2009,106.03125,104.046875,103.609375,103.046875,102.140625,100.453125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/20/2009,106.1875,104.109375,103.515625,102.953125,101.953125,100.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/23/2009,106.21875,104.171875,103.546875,102.921875,101.921875,100.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/24/2009,106.25,104.140625,103.421875,102.828125,101.828125,100.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/25/2009,106.15625,104.171875,103.421875,102.765625,101.703125,100.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/26/2009,106.21875,104.359375,103.640625,103.046875,101.890625,100.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/27/2009,106.28125,104.359375,103.640625,103.015625,102.015625,100.359375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/30/2009,106.3125,104.390625,103.703125,103.109375,102.140625,100.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2009,106.4375,104.453125,103.828125,103.203125,102.203125,100.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/2009,106.5625,104.515625,103.859375,103.203125,102.140625,100.484375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/2/2009,106.53125,104.515625,103.828125,103.078125,101.890625,100.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/3/2009,106.5,104.515625,103.734375,102.890625,101.609375,99.765625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/6/2009,106.5625,104.640625,103.828125,102.984375,101.671875,99.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/7/2009,106.625,104.765625,104.015625,103.203125,101.890625,100.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/8/2009,106.78125,104.921875,104.140625,103.390625,102.171875,100.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/9/2009,106.40625,104.734375,103.953125,103.171875,101.859375,100.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/10/2009,106.40625,104.734375,103.953125,103.171875,101.859375,100.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/13/2009,106.40625,104.796875,104.046875,103.171875,101.859375,100.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/14/2009,106.40625,104.859375,104.140625,103.265625,102.015625,100.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/15/2009,106.40625,104.890625,104.109375,103.296875,102.109375,100.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/16/2009,106.375,104.796875,103.859375,103.078125,101.890625,100.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/17/2009,106.53125,104.484375,103.609375,102.859375,101.640625,99.703125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/20/2009,106.6875,104.578125,103.765625,103.015625,101.953125,100.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/21/2009,106.78125,104.515625,103.671875,102.921875,101.828125,99.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/22/2009,106.78125,104.515625,103.671875,102.953125,101.765625,99.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/23/2009,106.8125,104.546875,103.703125,102.984375,101.890625,100.109375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/24/2009,106.78125,104.578125,103.765625,103.015625,101.859375,100.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/27/2009,106.8125,104.703125,103.890625,103.265625,102.234375,100.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/28/2009,106.90625,104.671875,103.765625,103.078125,102.046875,100.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/29/2009,106.875,104.578125,103.671875,102.953125,102.140625,100.109375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/30/2009,106.8125,104.546875,103.609375,102.890625,101.796875,100.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/2009,106.90625,104.515625,103.390625,102.640625,101.640625,99.828125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/4/2009,107.375,104.578125,103.546875,102.796875,101.828125,100.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/5/2009,107.0625,104.609375,103.609375,102.859375,101.953125,100.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/6/2009,107.03125,104.734375,103.609375,102.953125,102.078125,100.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/7/2009,107.03125,104.609375,103.390625,102.578125,101.515625,99.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/8/2009,107.5,104.734375,103.484375,102.609375,101.609375,99.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/11/2009,107.21875,104.765625,103.515625,102.703125,101.734375,99.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/12/2009,107.28125,104.828125,103.640625,102.796875,101.796875,100.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/13/2009,107.25,104.859375,103.765625,102.953125,101.953125,100.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/14/2009,107.21875,104.796875,103.734375,103.015625,102.046875,100.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/15/2009,108.0625,104.765625,103.671875,102.921875,101.921875,100.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/18/2009,108.0625,104.765625,103.578125,102.765625,101.703125,99.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/19/2009,108.15625,104.796875,103.640625,102.796875,101.765625,99.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/20/2009,108.25,104.828125,103.765625,103.015625,102.015625,100.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/21/2009,108.21875,104.796875,103.671875,102.796875,101.640625,99.703125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/22/2009,108.15625,104.703125,103.578125,102.640625,101.484375,99.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/25/2009,108.15625,104.703125,103.578125,102.640625,101.484375,99.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/26/2009,108.1875,104.640625,103.453125,102.421875,101.078125,98.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/27/2009,108.21875,104.140625,102.484375,101.171875,99.359375,96.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/28/2009,108.0625,104.328125,102.765625,101.640625,99.796875,97.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/29/2009,108.34375,104.703125,103.453125,102.453125,100.859375,98.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/2009,108.125,104.515625,102.921875,101.671875,99.671875,97.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/2/2009,108.28125,104.796875,103.171875,101.953125,99.984375,97.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/3/2009,108.3125,104.953125,103.359375,101.984375,100.109375,97.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/4/2009,108.28125,104.765625,102.953125,101.296875,99.109375,96.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/5/2009,108.34375,104.484375,102.578125,100.765625,98.203125,95.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/8/2009,108.34375,104.234375,102.265625,100.265625,97.359375,93.828125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/9/2009,108.40625,104.359375,102.453125,100.484375,97.734375,94.484375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/10/2009,107.96875,103.578125,101.640625,99.609375,96.734375,93.515625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/11/2009,108.09375,103.859375,102.046875,100.234375,97.453125,94.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/12/2009,107.84375,103.859375,102.328125,100.265625,98.296875,95.484375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/15/2009,108.3125,104.140625,102.796875,101.234375,99.015625,96.359375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/16/2009,108.03125,104.390625,103.015625,101.484375,99.640625,97.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/17/2009,108.0625,104.421875,102.953125,101.390625,99.296875,96.640625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/18/2009,108.15625,104.015625,102.296875,100.578125,98.328125,95.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/19/2009,108.375,104.171875,102.640625,100.953125,98.671875,96.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/22/2009,108.375,104.359375,102.859375,101.296875,99.109375,96.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/23/2009,108.375,104.328125,102.859375,101.359375,99.203125,96.453125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/24/2009,108.34375,104.296875,102.890625,101.328125,99.078125,96.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/25/2009,108.375,104.578125,103.265625,101.921875,99.859375,97.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/26/2009,108.3125,104.453125,103.171875,101.765625,99.671875,96.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/29/2009,108.34375,104.609375,103.328125,102.015625,100.015625,97.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2009,108.5625,104.515625,103.171875,101.765625,99.765625,96.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/2009,108.59375,104.546875,103.296875,101.921875,99.890625,97.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/2/2009,108.625,104.734375,103.421875,102.046875,100.015625,97.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/3/2009,108.625,104.734375,103.421875,102.046875,100.015625,97.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/6/2009,108.65625,104.703125,103.421875,102.140625,100.140625,97.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/7/2009,108.71875,104.796875,103.578125,102.359375,100.328125,97.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/8/2009,108.84375,105.140625,103.921875,102.765625,100.984375,98.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/9/2009,108.71875,104.890625,103.765625,102.453125,100.484375,97.890625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/10/2009,108.28125,104.890625,103.671875,102.421875,100.578125,98.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/13/2009,108.4375,104.796875,103.578125,102.234375,100.328125,97.765625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/14/2009,108.40625,104.671875,103.421875,101.921875,99.890625,97.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/15/2009,108.40625,104.453125,103.046875,101.421875,99.140625,96.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/16/2009,108.53125,104.734375,103.328125,101.765625,99.609375,96.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/17/2009,108.75,104.671875,103.203125,101.609375,99.390625,96.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/20/2009,108.75,104.765625,103.328125,101.796875,99.609375,96.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/21/2009,108.75,105.015625,103.640625,102.265625,100.265625,97.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/22/2009,108.71875,104.921875,103.546875,102.109375,100.140625,97.515625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/23/2009,108.65625,104.703125,103.234375,101.671875,99.484375,96.703125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/24/2009,108.6875,104.734375,103.265625,101.734375,99.609375,96.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/27/2009,108.59375,104.703125,103.203125,101.609375,99.453125,96.671875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/28/2009,108.65625,104.734375,103.296875,101.765625,99.703125,96.984375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/29/2009,108.625,104.671875,103.296875,101.859375,99.859375,97.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/30/2009,109.03125,104.671875,103.390625,102.015625,100.015625,97.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/31/2009,108.90625,104.796875,103.640625,102.453125,100.671875,98.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/3/2009,108.8125,104.703125,103.390625,102.015625,100.078125,97.453125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/4/2009,108.84375,104.640625,103.296875,101.796875,99.796875,97.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/5/2009,108.78125,104.515625,103.046875,101.546875,99.421875,96.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/6/2009,108.8125,104.453125,103.078125,101.421875,99.234375,96.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/7/2009,108.71875,104.296875,102.828125,101.171875,98.828125,95.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/10/2009,108.84375,104.609375,103.171875,101.609375,99.328125,96.390625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/11/2009,108.8125,104.703125,103.390625,101.890625,99.703125,96.765625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/12/2009,108.375,104.328125,102.828125,101.453125,99.203125,96.234375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/13/2009,108.4375,104.640625,103.359375,101.859375,99.765625,96.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/14/2009,108.53125,104.703125,103.421875,101.953125,99.890625,97.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/17/2009,108.65625,104.828125,103.578125,102.234375,100.234375,97.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/18/2009,108.6875,104.640625,103.453125,101.953125,99.859375,97.015625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/19/2009,108.78125,104.890625,103.640625,102.203125,100.171875,97.453125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/20/2009,108.6875,105.015625,103.796875,102.328125,100.359375,97.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/21/2009,108.5,104.859375,103.546875,101.921875,99.734375,96.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/24/2009,108.9375,104.984375,103.734375,102.234375,100.171875,97.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/25/2009,108.65625,105.015625,103.859375,102.390625,100.359375,97.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/26/2009,108.75,105.046875,103.859375,102.421875,100.328125,97.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/27/2009,108.65625,105.015625,103.828125,102.328125,100.171875,97.265625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/28/2009,108.90625,105.078125,103.921875,102.421875,100.203125,97.421875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/2009,108.78125,105.203125,104.078125,102.640625,100.515625,97.828125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/2009,108.65625,105.296875,104.171875,102.796875,100.703125,98.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/2/2009,108.625,105.421875,104.140625,102.859375,100.890625,98.359375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/3/2009,108.59375,105.421875,104.265625,102.796875,100.765625,98.328125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/4/2009,108.625,105.390625,104.171875,102.640625,100.515625,97.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/7/2009,108.625,105.390625,104.171875,102.640625,100.515625,97.921875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/8/2009,108.6875,105.578125,104.328125,102.828125,100.640625,98.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/9/2009,108.71875,105.546875,104.390625,102.890625,100.734375,98.296875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/10/2009,109.21875,105.796875,104.578125,103.265625,101.140625,98.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/11/2009,108.5625,105.421875,104.234375,102.765625,100.796875,98.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/14/2009,108.40625,105.265625,104.140625,102.671875,100.515625,98.140625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/15/2009,108.4375,105.265625,104.109375,102.671875,100.453125,97.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/16/2009,108.53125,105.265625,104.140625,102.703125,100.484375,97.859375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/17/2009,108.9375,105.421875,104.359375,103.046875,100.921875,98.515625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/18/2009,108.5,105.265625,104.203125,102.828125,100.515625,98.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/21/2009,108.75,105.203125,104.234375,102.796875,100.453125,97.890625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/22/2009,108.9375,105.296875,104.328125,102.921875,100.640625,98.078125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/23/2009,108.75,105.328125,104.390625,103.015625,100.671875,98.203125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/24/2009,108.78125,105.453125,104.546875,103.203125,100.953125,98.578125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/25/2009,108.96875,105.546875,104.640625,103.265625,101.140625,98.796875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/28/2009,108.96875,105.609375,104.734375,103.390625,101.390625,99.171875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/29/2009,108.96875,105.546875,104.703125,103.390625,101.359375,99.109375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/30/2009,109,105.515625,104.640625,103.296875,101.265625,99.046875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/2009,109.03125,105.703125,104.890625,103.671875,101.796875,99.734375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/2/2009,109.03125,105.640625,104.828125,103.609375,101.703125,99.609375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/5/2009,108.96875,105.671875,104.890625,103.734375,101.734375,99.546875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/6/2009,109.125,105.765625,104.921875,103.765625,101.703125,99.484375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/7/2009,109.125,105.953125,105.140625,103.953125,101.984375,99.765625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/8/2009,109.21875,106.015625,105.140625,103.953125,101.859375,99.578125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
