year_month,coupon_bucket,smm_model,smm_actual,n_loans,cpr_model,cpr_actual,price,price_z,cpr_implied_market,signal,position,price_return,pnl,cum_pnl
2022-01,2.5,0.5364073387699784,0.0,941,99.99014540845043,0.0,100.16666666666667,3.0058974295927547,84.89900230097898,15.091143107471453,-1,,,
2022-02,2.5,0.5190203289490986,0.004487179487179487,1560,99.98467075900442,5.253693577980901,98.359375,2.6400265174218047,86.72835686183373,13.256313897170685,-1,-0.01804284525790356,0.01804284525790356,0.01804284525790356
2022-03,2.5,0.5037823193437622,0.0016233766233766235,1848,99.97771221991415,1.9307524038992718,96.67764945652173,2.2995754048748105,88.43061242456871,11.547099795345446,-1,-0.017097765652519303,0.017097765652519303,0.035140610910422865
2022-04,2.5,0.47694841765796314,0.004038364462392731,1981,99.95806909429884,4.739837819316572,92.52529761904762,1.4589668952182595,92.63365497285146,7.324414121447376,-1,-0.042950484013800194,0.042950484013800194,0.07809109492422306
2022-05,2.5,0.4650210066442301,0.0014691478942213516,2042,99.94504075593085,1.7488015945205437,91.42755681818181,1.2367385545759313,93.7447966760631,6.200244079867744,-1,-0.011864223397427098,0.011864223397427098,0.08995531832165016
2022-06,2.5,0.445805171266332,0.0014677103718199608,2044,99.91606373731697,1.7471042278337512,89.38991477272727,0.8242351564811762,95.80731366653687,4.108750070780104,-1,-0.022286957197234503,0.022286957197234503,0.11224227551888466
2022-07,2.5,0.4486607150794821,0.001487357461576599,2017,99.92110903586816,1.7703003679357954,91.05505952380952,1.1613296278449377,94.12184130971806,5.799267726150092,-1,0.018627881627540033,-0.018627881627540033,0.09361439389134463
2022-08,2.5,0.44666328163868213,0.0005192107995846313,1926,99.91761011789443,0.6212768081810927,91.36039402173913,1.223142014486882,93.81277937650835,6.104830741386081,-1,0.0033532952427510754,-0.0033532952427510754,0.09026109864859355
2022-09,2.5,0.4360284347937946,0.0020273694880892043,1973,99.89646516518941,2.405898378565452,86.60973011363636,0.2614102865467333,98.62143801620908,1.2750271489803282,0,-0.05199916176994979,0.05199916176994979,0.14226026041854334
2022-10,2.5,0.4193464339929625,0.0020512820512820513,1950,99.85310562337945,2.4339562734119635,82.44345238095238,-0.5820174028123545,102.83857646300453,-2.98547083962508,1,-0.048104037816739664,-0.0,0.14226026041854334
2022-11,2.5,0.4310395795063998,0.0004897159647404506,2042,99.8849240229191,0.5860789152310253,83.76242897727273,-0.31500174655255786,101.50349818170554,-1.6185741587864442,0,0.015998560931505645,0.015998560931505645,0.15825882135004898
2022-12,2.5,0.44162386440939344,0.0019455252918287938,2056,99.90814090029416,2.309810196889517,86.14772727272727,0.16788171894107295,99.0890808542374,0.8190600460567623,0,0.028476947535770902,0.0,0.15825882135004898
2023-01,2.5,0.44724274022156474,0.002474022761009401,2021,99.918639527428,2.9287614065031886,87.13529829545455,0.36780711979529435,98.08945384996629,1.8291856774617088,0,0.011463692125049496,0.0,0.15825882135004898
2023-02,2.5,0.45239127327215317,0.0020470829068577278,1954,99.9272815981803,2.429029726994547,86.122265625,0.16272722370869414,99.11485333039928,0.8124282677810157,0,-0.01162597351786876,-0.0,0.15825882135004898
2023-03,2.5,0.45076373566408584,0.001987083954297069,2013,99.92464528090044,2.3586124705699762,85.49728260869566,0.03620469805108279,99.74746595868734,0.1771793222130924,0,-0.007256927250679723,-0.0,0.15825882135004898
2023-04,2.5,0.45044906052079986,0.0014851485148514852,2020,99.92412556750654,1.7676926475621468,86.513671875,0.2419641085779939,98.71866890605278,1.205456661453752,0,0.011887971585672119,0.0,0.15825882135004898
2023-05,2.5,0.44884619205518145,0.0,1983,99.92142692536223,0.0,85.56589673913044,0.05009504843171123,99.6780142067842,0.24341271857802838,0,-0.010955206446895072,-0.0,0.15825882135004898
2023-06,2.5,0.4294384083485394,0.0005227391531625719,1913,99.88097713603703,0.6254866315532182,85.1573153409091,-0.03261879993070482,100.09158344859628,-0.2106063125592499,0,-0.0047750495675514815,-0.0,0.15825882135004898
2023-07,2.5,0.4245363469875557,0.0,2064,99.86810911599629,0.0,84.40587797619048,-0.18474093889680016,100.85219414342676,-0.9840850274304671,0,-0.008824108201513803,-0.0,0.15825882135004898
2023-08,2.5,0.41251250847399573,0.004162330905306972,1922,99.83096233254288,4.882023808899194,82.56080163043478,-0.5582610397733491,102.71979464780951,-2.888832315266626,1,-0.021859571750158957,-0.0,0.15825882135004898
2023-09,2.5,0.4145256058943329,0.0010282776349614395,1945,99.83778355858878,1.2269784839962439,81.21279761904762,-0.8311530507047994,104.08425470246675,-4.246471143877969,1,-0.016327409433609996,-0.016327409433609996,0.141931411916439
2023-10,2.5,0.4110878928068064,0.0,2055,99.82597734323758,0.0,77.51526988636364,-1.5796862671665228,107.82692078477537,-8.000943441537785,1,-0.04552888018989709,-0.04552888018989709,0.0964025317265419
2023-11,2.5,0.41642444089220565,0.0020387359836901123,1962,99.84398543752128,2.4192362205749163,79.7705965909091,-1.1231144509762498,105.544061703824,-5.700076266302716,1,0.029095257074531755,0.029095257074531755,0.12549778880107365
2023-12,2.5,0.4326550567531602,0.003088008234688626,1943,99.88878425891225,3.643316982109457,83.73995535714286,-0.3195513408700402,101.52624615329296,-1.6374618943807064,0,0.049759672559426926,0.049759672559426926,0.17525746136050058
2024-01,2.5,0.4541930066420212,0.0020502306509482316,1951,99.93010129154804,2.4327227643526794,83.86107336956522,-0.2950320236493553,101.40364956718953,-1.473548275641491,0,0.0014463586934791994,0.0,0.17525746136050058
2024-02,2.5,0.4532626096780004,0.001038961038961039,1925,99.92865799580841,1.2396535578201417,82.44568452380952,-0.581565524369987,102.83631707079269,-2.907659074984281,1,-0.016877781178858298,-0.0,0.17525746136050058
2024-03,2.5,0.4565350822378838,0.0005136106831022085,1947,99.93361680174793,0.6145947438627841,82.72135416666667,-0.5257585367374873,102.55728213263019,-2.623665330882261,1,0.00334365157435923,0.00334365157435923,0.1786011129348598
2024-04,2.5,0.45402671479115264,0.0,1956,99.92984530912707,0.0,80.3895596590909,-0.997810612900413,104.91754251344481,-4.98769720431774,1,-0.02818854370877044,-0.02818854370877044,0.15041256922608937
2024-05,2.5,0.45091716770347384,0.0035175879396984926,1990,99.92489750198547,4.140390928581605,80.81351902173913,-0.9119836257038151,104.48840757746183,-4.5635100754763585,1,0.005273811231783165,0.005273811231783165,0.15568638045787253
2024-06,2.5,0.4415101408591468,0.0,1883,99.90791614313449,0.0,82.12734375,-0.6460109215590939,103.15854405673822,-3.2506279136037364,1,0.016257486917596653,0.016257486917596653,0.17194386737546918
